layer,component,cache,numel,mean,std,min,max,abs_mean,rms,p01_estimate,p50_estimate,p99_estimate,zero_fraction,reservoir_values
5,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
6,K,fused,7825592320,-0.15939554455874924,5.597605812234228,-113.5,117.0,2.1923609114918086,5.599874799384678,-13.500625610351562,-0.00537109375,9.2506103515625,0.00036541757902359013,10000
6,K,receiver,7825592320,-0.15939554455874924,5.597605812234228,-113.5,117.0,2.1923609114918086,5.599874799384678,-13.376874923706055,-0.00262451171875,9.25,0.00036541757902359013,10000
6,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
6,V,fused,7825592320,-0.00335469117947818,0.33985184200044527,-4.15625,4.75,0.25592142509049187,0.33986839874281527,-0.8751171827316284,-0.001552581787109375,0.82421875,4.8558624633285264e-09,10000
6,V,receiver,7825592320,-0.00335469117947818,0.33985184200044527,-4.15625,4.75,0.25592142509049187,0.33986839874281527,-0.92578125,-0.00016689300537109375,0.8359375,4.8558624633285264e-09,10000
6,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
7,K,fused,7825592320,-0.06814402701569632,5.184843175104817,-85.0,92.0,2.008109722804472,5.185290961831256,-15.438125610351562,-0.021484375,13.8756103515625,0.0003383382230675671,10000
7,K,receiver,7825592320,-0.06814402701569632,5.184843175104817,-85.0,92.0,2.008109722804472,5.185290961831256,-14.376874923706055,0.0026092529296875,13.9375,0.0003383382230675671,10000
7,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
7,V,fused,7825592320,0.002351542274461492,0.5075025546998317,-7.09375,7.15625,0.38562474762767585,0.5075080026737748,-1.2734375,-0.0048065185546875,1.2734375,1.046400025091008e-05,10000
7,V,receiver,7825592320,-0.0033431196027990016,0.47568364136981406,-7.09375,7.5,0.361945353029692,0.475695388999646,-1.1640625,-0.00034999847412109375,1.1641387939453125,3.5780039203473356e-09,10000
7,V,residual,7825592320,0.00569460270088581,0.17573733335416744,-3.984375,5.9375,0.09911991682957715,0.17582957326443896,-0.51171875,0.0,0.5703125,0.015816080871434917,10000
8,K,fused,7825592320,-0.0672843667755577,2.520310449851392,-44.25,43.0,1.3709466219355582,2.5212084304242905,-6.40625,3.4332275390625e-05,5.56280517578125,0.00032846267667569986,10000
8,K,receiver,7825592320,-0.0672843667755577,2.520310449851392,-44.25,43.0,1.3709466219355582,2.5212084304242905,-6.71875,0.0078125,5.25,0.00032846267667569986,10000
8,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
8,V,fused,7825592320,0.007466601253816131,0.660293097985954,-19.5,26.75,0.48227280454679233,0.660335312838994,-1.5860157012939453,-0.0008144378662109375,1.609375,1.0395123675443394e-05,10000
8,V,receiver,7825592320,-0.006824166540975465,0.5661271464914038,-19.375,26.625,0.41024498304933127,0.566168274670595,-1.3750782012939453,0.0062713623046875,1.3515625,3.961361483241693e-09,10000
8,V,residual,7825592320,0.01429062970003396,0.35361330157062104,-4.6875,5.21875,0.19540841703794598,0.3539019484898302,-1.03125,0.0009765625,1.1015625,0.03803035729824474,10000
9,K,fused,7825592320,0.05263161763492442,3.8731935605179992,-54.0,62.0,1.8685276035540686,3.8735511413189014,-12.063125610351562,0.0,14.0631103515625,0.0003391793095605573,10000
9,K,receiver,7825592320,0.05263161763492442,3.8731935605179992,-54.0,62.0,1.8685276035540686,3.8735511413189014,-12.001250267028809,-0.008331298828125,12.626220703125,0.0003391793095605573,10000
9,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
9,V,fused,7825592320,0.006445972547775269,0.6572850444123446,-13.5625,17.875,0.4939627624408899,0.6573166513714866,-1.7265625,-0.00353240966796875,1.640625,3.4502180660492162e-09,10000
9,V,receiver,7825592320,0.006445972547775269,0.6572850444123446,-13.5625,17.875,0.4939627624408899,0.6573166513714866,-1.640625,0.0086669921875,1.703125,3.4502180660492162e-09,10000
9,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
10,K,fused,7825592320,0.0393793867085717,5.633624995643126,-97.5,106.0,1.9577635445760242,5.633762626134736,-10.063125610351562,0.0135498046875,10.3756103515625,0.00034618772473953767,10000
10,K,receiver,7825592320,0.0393793867085717,5.633624995643126,-97.5,106.0,1.9577635445760242,5.633762626134736,-9.125625610351562,0.02093505859375,10.1881103515625,0.00034618772473953767,10000
10,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
10,V,fused,7825592320,-0.0003913540327269167,0.6964176174257615,-12.4375,17.75,0.5292860127468364,0.696417727387057,-1.765625,0.004852294921875,1.765625,1.3207306970982102e-05,10000
10,V,receiver,7825592320,0.006243957180037166,0.6388366529862645,-12.75,17.75,0.4805771184565539,0.638867166318601,-1.6171875,0.0037841796875,1.5546875,3.961361483241693e-09,10000
10,V,residual,7825592320,-0.006635248960379711,0.279891083666094,-6.4375,6.1875,0.17780215275299377,0.2799697220139111,-0.8984375,0.0,0.80859375,0.011035966667887958,10000
11,K,fused,7825592320,0.025445573094731604,2.5651604005749,-45.0,36.5,1.6959546577877873,2.565286603455392,-7.28125,0.017822265625,8.0625,4.448608945680421e-06,10000
11,K,receiver,7825592320,0.023864394818296473,2.474748268437618,-45.0,36.5,1.6039952207283874,2.474863329857839,-7.5625,0.014739990234375,7.4375,0.00033220220191588004,10000
11,K,residual,7825592320,0.0015810640709190012,0.6125671153243282,-8.25,8.0,0.2575869133387019,0.612569155720695,-2.09375,0.0,2.234527587890625,0.265220795836193,10000
11,V,fused,7825592320,0.004282897340079369,0.8776367637821282,-19.875,22.875,0.6361147211789507,0.8776472140624573,-2.3439064025878906,0.001567840576171875,2.359375,3.961361483241693e-09,10000
11,V,receiver,7825592320,0.004282897340079369,0.8776367637821282,-19.875,22.875,0.6361147211789507,0.8776472140624573,-2.40625,-0.02410888671875,2.359375,3.961361483241693e-09,10000
11,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
12,K,fused,7825592320,-0.025896816084982798,3.7431109898255057,-81.5,81.5,1.444757406600883,3.74320057266984,-6.09375,-0.0323486328125,5.3125,0.00032177449284759063,10000
12,K,receiver,7825592320,-0.025896816084982798,3.7431109898255057,-81.5,81.5,1.444757406600883,3.74320057266984,-6.406562805175781,-0.018798828125,5.59375,0.00032177449284759063,10000
12,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
12,V,fused,7825592320,-0.0006648945322733273,1.0172747710384986,-36.75,39.5,0.6881789449876257,1.0172749883272314,-2.59375,0.002044677734375,2.359527587890625,7.348197765559042e-06,10000
12,V,receiver,7825592320,-0.0006795670377331375,0.984383343332355,-40.0,42.25,0.6719026053448893,0.9843835779011878,-2.34375,0.00592041015625,2.484527587890625,3.4502180660492162e-09,10000
12,V,residual,7825592320,1.4686865357334062e-05,0.26959842426848296,-15.875,19.0,0.10466541048393245,0.26959842466852985,-0.5546875,0.0,0.5234375,0.029487090250057902,10000
13,K,fused,7825592320,-0.04985943412529512,1.9434097813136377,-23.125,23.875,1.3067886064601182,1.9440492641074751,-6.250312805175781,-0.01611328125,5.50030517578125,0.0003447593344601933,10000
13,K,receiver,7825592320,-0.04985943412529512,1.9434097813136377,-23.125,23.875,1.3067886064601182,1.9440492641074751,-5.875,-0.0145263671875,5.5,0.0003447593344601933,10000
13,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
13,V,fused,7825592320,-0.011444295045253615,1.1744793375620701,-53.5,38.75,0.7786039746559015,1.1745350936644343,-2.78125,-0.010040283203125,2.890777587890625,1.3417131343739613e-05,10000
13,V,receiver,7825592320,-0.0064804550797605935,1.0539680191281315,-38.5,38.5,0.721426024579932,1.053987941886869,-2.7814064025878906,-0.0058135986328125,2.640625,4.7280766090304075e-09,10000
13,V,residual,7825592320,-0.004963679093587795,0.5548563600533053,-41.5,45.0,0.2203310971491331,0.5548785618509219,-0.9687891006469727,0.0,1.03125,0.016158178809907643,10000
14,K,fused,7825592320,0.11448862921831357,2.5057060340856707,-39.5,53.0,1.4111750153559814,2.508320229849775,-5.4375,0.0075225830078125,7.96905517578125,0.0003542047536664931,10000
14,K,receiver,7825592320,0.11448862921831357,2.5057060340856707,-39.5,53.0,1.4111750153559814,2.508320229849775,-5.59375,-0.0078125,7.0625,0.0003542047536664931,10000
14,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
14,V,fused,7825592320,0.00040936404940727786,1.095171587394668,-49.0,33.75,0.7801600771305899,1.0951716639027336,-2.703125,-0.017333984375,2.625,4.34471904613605e-09,10000
14,V,receiver,7825592320,0.00040936404940727786,1.095171587394668,-49.0,33.75,0.7801600771305899,1.0951716639027336,-2.6720314025878906,0.0002651214599609375,2.609527587890625,4.34471904613605e-09,10000
14,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
15,K,fused,7825592320,-0.18597414071081206,5.805125605272306,-102.0,94.0,2.8266600290806796,5.80810379332199,-13.875,-0.01654052734375,12.5018310546875,0.0001243422810964934,10000
15,K,receiver,7825592320,-0.05290705823197433,5.287318111127013,-102.0,100.0,2.074093729950001,5.287582809286535,-12.625,0.015625,10.813720703125,0.0003533622615291056,10000
15,K,residual,7825592320,-0.13306534263759429,2.4205737912780863,-20.625,18.875,1.1615298499838764,2.4242285091207116,-8.375625610351562,0.0,7.78125,0.24510365331681372,10000
15,V,fused,7825592320,-0.013278332780937933,1.259125632063258,-16.25,18.5,0.9501208418633799,1.2591956446240353,-3.296875,0.005889892578125,3.203125,4.7280766090304075e-09,10000
15,V,receiver,7825592320,-0.013278332780937933,1.259125632063258,-16.25,18.5,0.9501208418633799,1.2591956446240353,-3.2814064025878906,-0.02069091796875,3.265625,4.7280766090304075e-09,10000
15,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
16,K,fused,7825592320,-0.013208642609871198,2.6712772087227736,-35.25,36.25,1.771313300334023,2.6713098648568137,-7.875312805175781,0.005218505859375,6.71875,6.814206237618062e-05,10000
16,K,receiver,7825592320,-0.016769831678831875,2.4477112667298284,-39.0,36.25,1.5158969507358384,2.4477687130386068,-8.063750267028809,0.0068511962890625,6.46875,0.00033368809582965856,10000
16,K,residual,7825592320,0.003560235048683078,1.1450247887630294,-14.9375,11.75,0.5390995113796061,1.1450303236837973,-3.6875,0.0,3.672027587890625,0.3311098140619725,10000
16,V,fused,7825592320,-0.009185814840134572,1.4740807799222044,-17.5,20.875,1.1031633376622862,1.4741094005976394,-3.7501564025878906,0.004608154296875,3.5625,3.194646357452978e-09,10000
16,V,receiver,7825592320,-0.009185814840134572,1.4740807799222044,-17.5,20.875,1.1031633376622862,1.4741094005976394,-3.828125,-0.01068115234375,3.64093017578125,3.194646357452978e-09,10000
16,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
17,K,fused,7825592320,0.040711734565832484,3.1190542192444206,-61.25,71.0,1.5007548556016024,3.119319904709644,-7.062812805175781,0.0067291259765625,6.84375,0.0003709487897268842,10000
17,K,receiver,7825592320,0.040711734565832484,3.1190542192444206,-61.25,71.0,1.5007548556016024,3.119319904709644,-6.71875,-0.004150390625,6.93780517578125,0.0003709487897268842,10000
17,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
17,V,fused,7825592320,0.04649532828007725,2.3826970812543014,-32.25,29.375,1.8019074841366634,2.3831506869204975,-5.90625,0.0341796875,6.18780517578125,1.547243902427056e-05,10000
17,V,receiver,7825592320,0.039034054711262166,2.297233875646199,-32.25,28.625,1.7307471358792432,2.297565480425674,-5.84375,-0.01092529296875,6.18780517578125,3.066860503154859e-09,10000
17,V,residual,7825592320,0.007461166543304987,0.6683316753924938,-16.375,15.625,0.36886590425724697,0.6683733218337823,-2.0782814025878906,0.0,2.09375,0.10672309211221472,10000
18,K,fused,7825592320,0.03397629091158438,2.3208777995940517,-28.5,30.75,1.5108814877233985,2.3211264827649174,-7.125625133514404,0.008056640625,7.09375,0.0003479769822714199,10000
18,K,receiver,7825592320,0.03397629091158438,2.3208777995940517,-28.5,30.75,1.5108814877233985,2.3211264827649174,-7.000312805175781,0.00390625,7.65625,0.0003479769822714199,10000
18,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
18,V,fused,7825592320,-0.007515000257875076,2.2226585230044344,-26.375,25.125,1.679794056518962,2.222671227400294,-5.53125,-0.0218505859375,5.75030517578125,2.6835029402605015e-09,10000
18,V,receiver,7825592320,-0.007515000257875076,2.2226585230044344,-26.375,25.125,1.679794056518962,2.222671227400294,-5.5625,-0.026611328125,5.59375,2.6835029402605015e-09,10000
18,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
19,K,fused,7825592320,0.0526103585193639,2.419558075501232,-27.875,35.25,1.5584499138804073,2.42012998215938,-6.59375,6.593763828277588e-07,7.06280517578125,9.608997878386796e-05,10000
19,K,receiver,7825592320,0.036893924886047744,2.356383867577691,-28.25,35.25,1.4957191221510586,2.356672674147578,-5.813125133514404,0.0103759765625,7.25030517578125,0.0003580338567905362,10000
19,K,residual,7825592320,0.015716401728149008,0.5350687331221775,-9.375,8.3125,0.15878547117970118,0.5352994997646202,-1.851718783378601,0.0,2.297027587890625,0.43402229596340636,10000
19,V,fused,7825592320,-0.000983403212674622,2.9641939364734586,-29.875,28.0,2.2745560641778644,2.9641940996007494,-6.90625,-0.01220703125,7.3125,3.708626620610873e-05,10000
19,V,receiver,7825592320,0.005135665753230513,2.8179831494019645,-29.875,28.5,2.1571208591516733,2.8179878291745943,-6.687812805175781,0.01904296875,7.1875,4.47250490043417e-09,10000
19,V,residual,7825592320,-0.00611941757806919,0.9224726575036537,-12.4375,12.125,0.5204567759112734,0.9224929545060754,-2.765625,0.0,2.625152587890625,0.09996577613693017,10000
20,K,fused,7825592320,0.13567484425131987,2.4319447369638625,-29.875,40.0,1.4733762993963246,2.435726353063671,-6.156562805175781,0.0078125,7.71875,0.00034803141904535094,10000
20,K,receiver,7825592320,0.13567484425131987,2.4319447369638625,-29.875,40.0,1.4733762993963246,2.435726353063671,-6.1875,0.01751708984375,8.1256103515625,0.00034803141904535094,10000
20,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
20,V,fused,7825592320,0.06519930697485371,3.2183886996976603,-35.0,42.5,2.4319497964350396,3.2190490477735185,-7.906562805175781,0.00347900390625,8.375,3.3224322117510973e-09,10000
20,V,receiver,7825592320,0.06519930697485371,3.2183886996976603,-35.0,42.5,2.4319497964350396,3.2190490477735185,-7.6875,0.072021484375,8.5625,3.3224322117510973e-09,10000
20,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
21,K,fused,7825592320,-0.0016806685347818212,2.7674795462667867,-52.0,47.75,1.5261546078663917,2.7674800565951228,-6.96875,-0.0073394775390625,7.3125,1.7754949953743566e-05,10000
21,K,receiver,7825592320,-0.004296602237345506,2.6366906880130925,-52.0,47.75,1.3904344829908912,2.636694188760946,-6.594062805175781,0.00018167495727539062,6.68780517578125,0.0002987525933372415,10000
21,K,residual,7825592320,0.0026154120926355513,0.8448133814685012,-12.25,11.125,0.25194512651138196,0.8448174299152791,-3.1564064025878906,0.0,3.28125,0.47809734049626545,10000
21,V,fused,7825592320,0.01490473362652562,4.551736093643597,-66.5,56.5,3.4116949229216136,4.551760496474122,-11.5,-0.0367431640625,11.4381103515625,2.5557170859623825e-09,10000
21,V,receiver,7825592320,0.01490473362652562,4.551736093643597,-66.5,56.5,3.4116949229216136,4.551760496474122,-11.688125610351562,-0.0245361328125,11.6875,2.5557170859623825e-09,10000
21,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
22,K,fused,7825592320,0.03432356727772546,2.3896441469779757,-23.625,25.125,1.5291600935674152,2.3898906369239508,-6.844062805175781,0.0048980712890625,7.7506103515625,0.00011564760378419509,10000
22,K,receiver,7825592320,0.02998498070683739,2.180015479088511,-22.25,25.125,1.3261462656445566,2.180221683254595,-6.062812805175781,-0.005859375,6.87530517578125,0.00031948980955859454,10000
22,K,residual,7825592320,0.004338354595738525,0.9332464298410491,-20.875,12.125,0.3712228238644333,0.9332565135758027,-3.375,0.0,3.3125,0.2597921762170202,10000
22,V,fused,7825592320,0.03417970124645924,5.245504890324172,-59.75,60.5,4.039127837712953,5.245616246580768,-12.4375,0.13134765625,12.6893310546875,0.00012802085248417335,10000
22,V,receiver,7825592320,0.06640418670314897,4.876784705935541,-58.25,60.25,3.7254638453854434,4.877236777526646,-11.75,0.103271484375,12.0006103515625,4.216933191837931e-09,10000
22,V,residual,7825592320,-0.0322237755354124,2.0240761969647982,-23.0,27.625,1.263535612805436,2.024332685807656,-6.3125,0.0,5.71875,0.1156424385521785,10000
23,K,fused,7825592320,0.06807317216455462,2.9790062102656254,-43.0,43.0,1.7927141105435696,2.9797838776612156,-8.5,0.001865386962890625,9.0006103515625,4.5252804582592926e-05,10000
23,K,receiver,7825592320,0.0528428821045382,2.877884399421008,-43.0,43.0,1.6842375167992525,2.878369501405254,-9.125,-0.00028896331787109375,8.9375,0.00033428600584191944,10000
23,K,residual,7825592320,0.015229782993120486,0.8304124891030035,-11.125,11.25,0.25392174713388405,0.8305521346359079,-3.0001564025878906,0.0,3.1875,0.5199171314613026,10000
23,V,fused,7825592320,-0.03149195445241814,5.380645877653902,-79.0,83.0,4.048306848136534,5.3807380352428575,-13.813125610351562,0.01824951171875,13.125,3.330508277742738e-05,10000
23,V,receiver,7825592320,-0.02433620297106472,5.24874020526653,-77.0,81.5,3.9298696342972965,5.248796623337237,-12.875625610351562,0.010711669921875,13.0625,3.5780039203473356e-09,10000
23,V,residual,7825592320,-0.007155457203803541,1.2362395350064717,-17.375,19.5,0.7094131696115612,1.236260243023617,-3.6875,0.0,3.625152587890625,0.16218833042915273,10000
24,K,fused,7825592320,0.0037229610706369003,3.200570024558088,-51.25,54.75,1.7497549934537378,3.200572189865258,-9.3125,-0.003143310546875,10.5006103515625,0.00032630220123708157,10000
24,K,receiver,7825592320,0.0037229610706369003,3.200570024558088,-51.25,54.75,1.7497549934537378,3.200572189865258,-9.75,0.00022029876708984375,10.1875,0.00032630220123708157,10000
24,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
24,V,fused,7825592320,0.050478631534395996,6.655268097484927,-87.5,97.5,4.977017139181076,6.655459528961334,-17.5,0.02471923828125,17.501220703125,4.216933191837931e-09,10000
24,V,receiver,7825592320,0.050478631534395996,6.655268097484927,-87.5,97.5,4.977017139181076,6.655459528961334,-16.625,0.0087890625,16.876220703125,4.216933191837931e-09,10000
24,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
25,K,fused,7825592320,-0.02068853595359255,2.829685719537589,-42.5,41.25,1.6312092496699626,2.829761348042422,-9.688125610351562,-0.0025177001953125,9.0,0.0002685134765619889,10000
25,K,receiver,7825592320,-0.02068853595359255,2.829685719537589,-42.5,41.25,1.6312092496699626,2.829761348042422,-9.563125610351562,-0.00260162353515625,9.25,0.0002685134765619889,10000
25,K,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
25,V,fused,7825592320,-0.04151797444555473,8.617133304743163,-143.0,134.0,6.327089401511171,8.617233322471657,-22.501251220703125,-0.15625,22.626220703125,5.9795345945136076e-05,10000
25,V,receiver,7825592320,-0.047444654971756005,8.415045599301939,-134.0,134.0,6.142275468140938,8.415179346491453,-21.625,-0.0633544921875,20.876220703125,3.7057897746454545e-09,10000
25,V,residual,7825592320,0.005926580624223938,1.8647758615016279,-35.0,38.75,0.9110502686296181,1.8647852793276318,-5.875312805175781,0.0,6.5,0.3296912531983266,10000
26,K,fused,7825592320,0.015873568725738654,2.214821212517459,-36.25,30.75,1.3550363293448473,2.214878094523804,-6.9375,0.02008056640625,7.65655517578125,2.575396107524293e-06,10000
26,K,receiver,7825592320,0.01238857216562089,2.2095672445796293,-36.25,29.375,1.3449553908335299,2.2096019743473074,-6.656562805175781,-0.0029144287109375,7.2818603515625,0.00022829965157193367,10000
26,K,residual,7825592320,0.0034849566448152025,0.19284674689616876,-5.0625,5.71875,0.0653947265921892,0.19287823286014213,-0.7188281416893005,0.0,0.7461318969726562,0.43075107137704816,10000
26,V,fused,7825592320,0.06576972714790438,8.661116256023893,-135.0,162.0,6.486266860877558,8.661365969486017,-21.75,0.0633544921875,21.501220703125,2.044573668769906e-09,10000
26,V,receiver,7825592320,0.06576972714790438,8.661116256023893,-135.0,162.0,6.486266860877558,8.661365969486017,-21.876251220703125,0.087158203125,22.125,2.044573668769906e-09,10000
26,V,residual,7825592320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000
